Epoch 1/2
	 * Train loss: 2.846158209108699
	 * Validation loss: 2.850098661075896
Epoch 2/2
	 * Train loss: 2.777072689969376
	 * Validation loss: 2.8156563796617338
Accuracy on test data: 0.1527777777777778
         82445611 function calls (82409333 primitive calls) in 200.966 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      124    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:1632(get_minor_ticks)
       50    0.000    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:594(<listcomp>)
       46    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/weakref.py:46(__new__)
      309    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
    75/24    0.000    0.000    0.008    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/offsetbox.py:364(get_bbox)
       15    0.000    0.000    0.006    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/ticker.py:537(set_useMathText)
       50    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:3569(_validate_converted_limits)
      204    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/core/fromnumeric.py:1881(nonzero)
       14    0.000    0.000    0.002    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/legend.py:1175(<listcomp>)
       18    0.000    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:1871(apply_aspect)
      416    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/spines.py:558(__getattr__)
      618    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/backend_bases.py:1050(get_sketch_params)
      421    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
    74/72    0.000    0.000    0.002    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/cbook.py:1685(_safe_first_finite)
  416/400    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/spines.py:202(_ensure_position_is_set)
      288    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:1773(__array__)
      216    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/cbook.py:501(is_scalar_or_string)
      153    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
     19/9    0.000    0.000    0.751    0.083 <frozen importlib._bootstrap>:666(_load_unlocked)
       53    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:362(size)
       85    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:235(frozen)
      444    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/image.py:124(<genexpr>)
      400    0.000    0.000    0.000    0.000 {method '__exit__' of 'torch._C.DisableTorchFunctionSubclass' objects}
      618    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/backend_bases.py:886(get_snap)
      276    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:1250(name)
       18    0.000    0.000    0.014    0.001 <frozen importlib._bootstrap_external>:1464(_get_spec)
        2    0.000    0.000    0.021    0.011 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/figure.py:186(__init__)
        4    0.000    0.000    0.005    0.001 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/collections.py:2183(draw)
       83    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/__init__.py:272(_compile)
      131    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:405(parent)
      618    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/backend_bases.py:1027(get_hatch)
      402    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/tqdm/std.py:163(colour)
      731    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/backend_bases.py:807(restore)
       15    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/ticker.py:2028(_staircase)
      138    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/markers.py:354(get_transform)
      138    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/markers.py:297(get_joinstyle)
      206    0.000    0.000    0.003    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:1872(inverted)
        3    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.map_buffer}
       45    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/artist.py:860(_fully_clipped_to_axes)
       52    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/markers.py:785(_set_tickdown)
        1    0.000    0.000    0.005    0.005 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/util.py:450(spawnv_passfds)
       66    0.000    0.000    0.058    0.001 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:1311(_get_ticklabel_bboxes)
      206    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:2786(get_affine)
      468    0.000    0.000    0.000    0.000 {built-in method math.log10}
        2    0.000    0.000    0.003    0.001 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_axes.py:204(legend)
        1    0.000    0.000    0.007    0.007 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/colorbar.py:280(__init__)
       52    0.000    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:440(_apply_tickdir)
        2    0.000    0.000    0.002    0.001 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/legend.py:854(_init_legend_box)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/internals/blocks.py:214(is_extension)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/tqdm/_monitor.py:30(__init__)
       11    0.000    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:2298(_init)
      111    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/offsetbox.py:340(<listcomp>)
      208    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/offsetbox.py:193(<genexpr>)
       50    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.count_bboxes_overlapping_bbox}
       14    0.000    0.000    0.003    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/legend.py:734(_findoffset)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/internals/managers.py:2318(_preprocess_slice_or_indexer)
      752    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/backend_bases.py:180(open_group)
      446    0.000    0.000    0.000    0.000 {method 'get_bitmap_offset' of 'matplotlib.ft2font.FT2Font' objects}
       54    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/patches.py:314(_set_edgecolor)
      124    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
      752    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/backend_bases.py:187(close_group)
       17    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/core/numeric.py:67(zeros_like)
      627    0.000    0.000    0.000    0.000 {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}
      618    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/backend_bases.py:1046(get_hatch_linewidth)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:437(cache_from_source)
      704    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       17    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/PIL/PngImagePlugin.py:1064(putchunk)
        2    0.000    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/_api/deprecation.py:128(deprecate)
    57/30    0.000    0.000    0.008    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/offsetbox.py:511(<listcomp>)
        4    0.000    0.000    0.043    0.011 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/figure.py:658(add_subplot)
       16    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:1719(set)
       19    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:493(_init_module_attrs)
       19    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:1893(set_major_locator)
      246    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/backend_bases.py:1000(set_linewidth)
      104    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
        2    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.display_is_valid}
      618    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:856(__init__)
      483    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/text.py:805(get_color)
       53    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:1091(<dictcomp>)
       60    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:2324(blended_transform_factory)
       59    0.000    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/lib/stride_tricks.py:546(<listcomp>)
      306    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:1944(_format_with_dict)
      138    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/lines.py:936(get_markeredgecolor)
       20    0.000    0.000    0.019    0.001 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:1108(set_clip_path)
       84    0.000    0.000    0.002    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:1593(transform_path)
       23    0.000    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:1126(_set_position)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/internals/ops.py:96(_reset_block_mgr_locs)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:516(_parse)
       65    0.000    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:1966(clear)
       53    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/patches.py:381(set_linewidth)
      476    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/markers.py:279(get_fillstyle)
      425    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:355(<genexpr>)
       52    0.000    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/text.py:239(_get_xy_display)
        1    0.000    0.000    0.201    0.201 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/seaborn/matrix.py:355(heatmap)
       84    0.000    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:1602(transform_path_affine)
     14/8    0.000    0.000    0.726    0.091 {built-in method builtins.exec}
       15    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/ticker.py:2034(set_params)
       28    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/patches.py:396(set_linestyle)
       83    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/ma/core.py:1315(_replace_dtype_fields)
        4    0.000    0.000    0.002    0.001 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:810(_init_axis)
      446    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/backend_bases.py:820(get_antialiased)
       15    0.000    0.000    0.008    0.001 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:794(_set_scale)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/torch/utils/data/dataloader.py:226(__init__)
       54    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/patches.py:340(_set_facecolor)
